frame,time,x,y,tile_x,tile_y,vx,vy,state,on_ground,hp,daggers
508,1776206716.016,404,560,8,11,-4,0,walking,1,5,2
509,1776206716.033,400,560,8,11,-4,0.55,walking,0,5,2
510,1776206716.048,396,560,8,11,-4,0,walking,1,5,2
511,1776206716.065,392,560,8,11,-4,0.55,walking,0,5,2
512,1776206716.081,388,560,8,11,-4,0,walking,1,5,2
513,1776206716.098,384,560,8,11,-4,0.55,walking,0,5,2
514,1776206716.113,380,560,7,11,-4,0,walking,1,5,2
515,1776206716.129,376,560,7,11,-4,0.55,walking,0,5,2
516,1776206716.145,372,560,7,11,-4,0,walking,1,5,2
517,1776206716.161,368,560,7,11,-4,0.55,walking,0,5,2
518,1776206716.177,364,560,7,11,-4,0,walking,1,5,2
519,1776206716.193,360,560,7,11,-4,0.55,walking,0,5,2
520,1776206716.209,356,560,7,11,-4,0,walking,1,5,2
521,1776206716.225,352,560,7,11,-4,0.55,walking,0,5,2
522,1776206716.241,348,560,7,11,-4,0,walking,1,5,2
523,1776206716.257,344,560,7,11,-4,0.55,walking,0,5,2
524,1776206716.273,340,560,7,11,-4,0,walking,1,5,2
525,1776206716.289,336,560,7,11,-4,0.55,walking,0,5,2
526,1776206716.305,332,560,6,11,-4,0,walking,1,5,2
527,1776206716.322,328,560,6,11,-4,0.55,walking,0,5,2
528,1776206716.338,324,560,6,11,-4,0,walking,1,5,2
529,1776206716.354,320,560,6,11,-4,0.55,walking,0,5,2
530,1776206716.37,316,560,6,11,-4,0,walking,1,5,2
531,1776206716.386,312,560,6,11,-4,0.55,walking,0,5,2
532,1776206716.402,308,560,6,11,-4,0,walking,1,5,2
533,1776206716.417,312,560,6,11,4,0.55,walking,0,5,2
534,1776206716.434,316,560,6,11,4,0,walking,1,5,2
535,1776206716.45,320,560,6,11,4,0.55,walking,0,5,2
536,1776206716.466,324,560,6,11,4,0,walking,1,5,2
537,1776206716.482,328,560,6,11,4,0.55,walking,0,5,2
538,1776206716.499,332,560,6,11,4,0,walking,1,5,2
539,1776206716.515,336,560,7,11,4,0.55,walking,0,5,2
540,1776206716.531,340,560,7,11,4,0,walking,1,5,2
541,1776206716.547,344,560,7,11,4,0.55,walking,0,5,2
542,1776206716.562,348,560,7,11,4,0,walking,1,5,2
543,1776206716.579,352,560,7,11,4,0.55,walking,0,5,2
544,1776206716.595,356,560,7,11,4,0,walking,1,5,2
545,1776206716.61,360,560,7,11,4,0.55,walking,0,5,2
546,1776206716.627,364,560,7,11,4,0,walking,1,5,2
547,1776206716.642,368,560,7,11,4,0.55,walking,0,5,2
548,1776206716.659,372,560,7,11,4,0,walking,1,5,2
549,1776206716.675,376,560,7,11,4,0.55,walking,0,5,2
550,1776206716.691,380,560,7,11,4,0,walking,1,5,2
551,1776206716.708,384,560,8,11,4,0.55,walking,0,5,2
552,1776206716.724,388,560,8,11,4,0,walking,1,5,2
553,1776206716.739,392,560,8,11,4,0.55,walking,0,5,2
554,1776206716.756,396,560,8,11,4,0,walking,1,5,2
555,1776206716.772,400,560,8,11,4,0.55,walking,0,5,2
556,1776206716.787,404,560,8,11,4,0,walking,1,5,2
557,1776206716.804,408,547,8,11,4,-11.9,walking,0,5,2
558,1776206716.82,412,536,8,11,4,-11.35,walking,0,5,2
559,1776206716.836,416,526,8,10,4,-10.8,walking,0,5,2
560,1776206716.852,420,516,8,10,4,-10.25,walking,0,5,2
561,1776206716.868,424,507,8,10,4,-9.7,walking,0,5,2
562,1776206716.884,428,498,8,10,4,-9.15,walking,0,5,2
563,1776206716.9,432,490,9,10,4,-8.6,walking,0,5,2
564,1776206716.915,436,482,9,10,4,-8.05,walking,0,5,2
565,1776206716.932,440,475,9,9,4,-7.5,walking,0,5,2
566,1776206716.947,442,469,9,9,4,-6.95,walking,0,5,2
567,1776206716.964,442,463,9,9,4,-6.4,walking,0,5,2
568,1776206716.981,442,458,9,9,4,-5.85,walking,0,5,2
569,1776206716.997,442,453,9,9,4,-5.3,walking,0,5,2
570,1776206717.013,442,449,9,9,4,-4.75,walking,0,5,2
571,1776206717.03,442,445,9,9,4,-4.2,walking,0,5,2
572,1776206717.046,442,442,9,9,4,-3.65,walking,0,5,2
573,1776206717.062,442,439,9,9,4,-3.1,walking,0,5,2
574,1776206717.078,442,437,9,9,4,-2.55,walking,0,5,2
575,1776206717.094,442,436,9,9,4,-2.0,walking,0,5,2
576,1776206717.11,442,435,9,9,4,-1.45,walking,0,5,2
581,1776206717.191,442,436,9,9,4,1.3,walking,0,5,2
582,1776206717.207,442,437,9,9,4,1.85,walking,0,5,2
583,1776206717.223,442,439,9,9,4,2.4,walking,0,5,2
584,1776206717.239,442,441,9,9,4,2.95,walking,0,5,2
585,1776206717.255,442,444,9,9,4,3.5,walking,0,5,2
586,1776206717.271,442,448,9,9,4,4.05,walking,0,5,2
587,1776206717.286,442,452,9,9,4,4.6,walking,0,5,2
588,1776206717.303,442,457,9,9,4,5.15,walking,0,5,2
589,1776206717.319,442,462,9,9,4,5.7,walking,0,5,2
590,1776206717.335,442,468,9,9,4,6.25,walking,0,5,2
591,1776206717.351,442,474,9,9,4,6.8,walking,0,5,2
592,1776206717.366,442,481,9,10,4,7.35,walking,0,5,2
593,1776206717.383,442,488,9,10,4,7.9,walking,0,5,2
594,1776206717.4,442,496,9,10,4,8.45,walking,0,5,2
595,1776206717.416,442,505,9,10,4,9.0,walking,0,5,2
596,1776206717.433,442,514,9,10,4,9.55,walking,0,5,2
597,1776206717.449,442,524,9,10,4,10.1,walking,0,5,2
598,1776206717.464,442,534,9,11,4,10.65,walking,0,5,2
599,1776206717.481,446,545,9,11,4,11.2,walking,0,5,2
600,1776206717.498,450,556,9,11,4,11.75,walking,0,5,2
601,1776206717.514,454,560,9,11,4,0,walking,1,5,2
602,1776206717.53,458,560,9,11,4,0.55,walking,0,5,2
603,1776206717.546,462,560,9,11,4,0,walking,1,5,2
604,1776206717.562,466,560,9,11,4,0.55,walking,0,5,2
605,1776206717.578,470,560,9,11,4,0,walking,1,5,2
606,1776206717.594,474,560,9,11,4,0.55,walking,0,5,2
607,1776206717.61,478,560,9,11,4,0,walking,1,5,2
608,1776206717.626,482,560,10,11,4,0.55,walking,0,5,2
609,1776206717.643,486,561,10,11,4,1.1,walking,0,5,2
610,1776206717.658,490,562,10,11,4,1.65,walking,0,5,2
611,1776206717.675,494,564,10,11,4,2.2,walking,0,5,2
612,1776206717.691,498,566,10,11,4,2.75,walking,0,5,2
613,1776206717.706,494,569,10,11,-4,3.3,walking,0,5,2
614,1776206717.723,490,572,10,11,-4,3.85,walking,0,5,2
615,1776206717.739,486,576,10,12,-4,4.4,walking,0,5,2
616,1776206717.755,482,580,10,12,-4,4.95,walking,0,5,2
617,1776206717.771,480,585,10,12,-4,5.5,walking,0,5,2
618,1776206717.787,480,591,10,12,-4,6.05,walking,0,5,2
619,1776206717.803,480,597,10,12,-4,6.6,walking,0,5,2
620,1776206717.819,480,604,10,12,-4,7.15,walking,0,5,2
621,1776206717.835,480,611,10,12,-4,7.7,walking,0,5,2
622,1776206717.851,480,619,10,12,-4,8.25,walking,0,5,2
623,1776206717.867,480,627,10,13,-4,8.8,walking,0,5,2
624,1776206717.884,480,636,10,13,-4,9.35,walking,0,5,2
625,1776206717.9,480,645,10,13,-4,9.9,walking,0,5,2
626,1776206717.916,480,655,10,13,-4,10.45,walking,0,5,2
627,1776206717.932,480,666,10,13,-4,11.0,walking,0,5,2
628,1776206717.948,480,677,10,14,-4,11.55,walking,0,5,2
629,1776206717.964,476,689,9,14,-4,12.1,walking,0,5,2
630,1776206717.98,472,701,9,14,-4,12.65,walking,0,5,2
631,1776206717.997,468,714,9,14,-4,13.2,walking,0,5,2
632,1776206718.013,464,727,9,15,-4,13.75,walking,0,5,2
633,1776206718.029,460,741,9,15,-4,14.3,walking,0,5,2
634,1776206718.045,456,755,9,15,-4,14.85,walking,0,5,2
635,1776206718.061,452,770,9,16,-4,15.4,walking,0,5,2
636,1776206718.077,448,785,9,16,-4,15.95,walking,0,5,2
637,1776206718.093,444,801,9,16,-4,16.5,walking,0,5,2
638,1776206718.11,440,818,9,17,-4,17.05,walking,0,5,2
639,1776206718.126,436,835,9,17,-4,17.6,walking,0,5,2
640,1776206718.141,432,848,9,17,-4,0,walking,1,5,2
641,1776206718.158,428,848,8,17,-4,0.55,walking,0,5,2
642,1776206718.174,424,848,8,17,-4,0,walking,1,5,2
643,1776206718.189,420,848,8,17,-4,0.55,walking,0,5,2
644,1776206718.206,416,848,8,17,-4,0,walking,1,5,2
645,1776206718.222,412,848,8,17,-4,0.55,walking,0,5,2
646,1776206718.238,408,848,8,17,-4,0,walking,1,5,2
647,1776206718.254,404,848,8,17,-4,0.55,walking,0,5,2
648,1776206718.27,400,848,8,17,-4,0,walking,1,5,2
649,1776206718.286,396,848,8,17,-4,0.55,walking,0,5,2
650,1776206718.302,392,848,8,17,-4,0,walking,1,5,2
651,1776206718.317,388,848,8,17,-4,0.55,walking,0,5,2
652,1776206718.334,384,848,8,17,-4,0,walking,1,5,2
653,1776206718.35,380,848,7,17,-4,0.55,walking,0,5,2
