frame,time,x,y,tile_x,tile_y,vx,vy,state,on_ground,ai_strategy,sees_player,ammo,stun,swap_used
1484,1775851978.757,2428,656,50,13,2,0.55,IDLE,0,FAR,0,3,0,0
1485,1775851978.773,2430,656,50,13,2,0,IDLE,1,FAR,0,3,0,0
1486,1775851978.79,2432,656,50,13,2,0.55,IDLE,0,FAR,0,3,0,0
1487,1775851978.805,2434,656,50,13,2,0,IDLE,1,FAR,0,3,0,0
1488,1775851978.822,2436,656,50,13,2,0.55,IDLE,0,FAR,0,3,0,0
1489,1775851978.837,2438,656,50,13,2,0,IDLE,1,FAR,0,3,0,0
1490,1775851978.854,2440,656,50,13,2,0.55,IDLE,0,FAR,0,3,0,0
1491,1775851978.869,2442,656,50,13,2,0,IDLE,1,FAR,0,3,0,0
1492,1775851978.885,2444,656,50,13,2,0.55,IDLE,0,FAR,0,3,0,0
1493,1775851978.901,2446,656,50,13,2,0,IDLE,1,FAR,0,3,0,0
1494,1775851978.917,2448,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1495,1775851978.933,2450,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1496,1775851978.949,2452,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1497,1775851978.965,2454,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1498,1775851978.981,2456,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1499,1775851978.998,2458,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1500,1775851979.015,2460,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1501,1775851979.031,2462,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1502,1775851979.047,2464,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1503,1775851979.063,2466,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1504,1775851979.079,2468,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1505,1775851979.095,2470,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1506,1775851979.111,2472,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1507,1775851979.127,2474,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1508,1775851979.143,2476,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1509,1775851979.159,2478,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1510,1775851979.175,2480,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1511,1775851979.191,2482,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1512,1775851979.207,2484,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1513,1775851979.223,2486,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1514,1775851979.239,2488,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1515,1775851979.255,2490,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1516,1775851979.271,2492,656,51,13,2,0.55,IDLE,0,FAR,0,3,0,0
1517,1775851979.287,2494,656,51,13,2,0,IDLE,1,FAR,0,3,0,0
1518,1775851979.303,2496,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1519,1775851979.319,2498,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1520,1775851979.335,2500,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1521,1775851979.352,2502,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1522,1775851979.368,2504,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1523,1775851979.384,2506,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1524,1775851979.4,2508,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1525,1775851979.416,2510,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1526,1775851979.432,2512,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1527,1775851979.448,2514,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1528,1775851979.464,2516,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1529,1775851979.48,2518,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1530,1775851979.496,2520,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1531,1775851979.513,2522,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1532,1775851979.529,2524,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1533,1775851979.545,2526,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1534,1775851979.561,2528,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1535,1775851979.577,2530,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1536,1775851979.593,2532,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1537,1775851979.609,2534,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1538,1775851979.625,2536,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1539,1775851979.642,2538,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1540,1775851979.658,2540,656,52,13,2,0.55,IDLE,0,FAR,0,3,0,0
1541,1775851979.673,2542,656,52,13,2,0,IDLE,1,FAR,0,3,0,0
1542,1775851979.69,2544,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1543,1775851979.705,2546,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1544,1775851979.721,2548,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1545,1775851979.737,2550,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1546,1775851979.753,2552,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1547,1775851979.77,2554,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1548,1775851979.786,2556,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1549,1775851979.802,2558,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1550,1775851979.818,2560,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1551,1775851979.833,2562,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1552,1775851979.85,2564,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1553,1775851979.865,2566,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1554,1775851979.881,2568,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1555,1775851979.897,2570,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1556,1775851979.913,2572,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1557,1775851979.929,2574,656,53,13,2,0,IDLE,1,FAR,0,3,0,0
1558,1775851979.945,2576,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1564,1775851980.042,2578,656,53,13,2,0.55,IDLE,0,FAR,0,3,0,0
1565,1775851980.057,2576,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1566,1775851980.073,2574,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1567,1775851980.09,2572,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1568,1775851980.106,2570,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1569,1775851980.121,2568,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1570,1775851980.138,2566,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1571,1775851980.154,2564,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1572,1775851980.17,2562,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1573,1775851980.187,2560,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1574,1775851980.204,2558,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1575,1775851980.22,2556,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1576,1775851980.236,2554,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1577,1775851980.253,2552,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1578,1775851980.27,2550,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1579,1775851980.286,2548,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1580,1775851980.303,2546,656,53,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1581,1775851980.32,2544,656,53,13,-2,0,IDLE,1,FAR,0,3,0,0
1582,1775851980.336,2542,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1583,1775851980.353,2540,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1584,1775851980.369,2538,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1585,1775851980.385,2536,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1586,1775851980.401,2534,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1587,1775851980.417,2532,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1588,1775851980.433,2530,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1589,1775851980.449,2528,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1590,1775851980.465,2526,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1591,1775851980.481,2524,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1592,1775851980.498,2522,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1593,1775851980.514,2520,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1594,1775851980.529,2518,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1595,1775851980.545,2516,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1596,1775851980.562,2514,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1597,1775851980.577,2512,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1598,1775851980.593,2510,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1599,1775851980.609,2508,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1600,1775851980.625,2506,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1601,1775851980.641,2504,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1602,1775851980.657,2502,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1603,1775851980.673,2500,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1604,1775851980.689,2498,656,52,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1605,1775851980.706,2496,656,52,13,-2,0,IDLE,1,FAR,0,3,0,0
1606,1775851980.721,2494,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1607,1775851980.737,2492,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1608,1775851980.753,2490,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1609,1775851980.769,2488,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1610,1775851980.786,2486,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1611,1775851980.802,2484,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1612,1775851980.818,2482,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1613,1775851980.833,2480,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1614,1775851980.849,2478,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1615,1775851980.865,2476,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1616,1775851980.881,2474,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1617,1775851980.898,2472,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1618,1775851980.915,2470,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1619,1775851980.931,2468,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1620,1775851980.947,2466,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1621,1775851980.964,2464,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1622,1775851980.981,2462,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1623,1775851980.998,2460,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1624,1775851981.014,2458,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1625,1775851981.03,2456,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1626,1775851981.046,2454,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1627,1775851981.062,2452,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1628,1775851981.078,2450,656,51,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1629,1775851981.094,2448,656,51,13,-2,0,IDLE,1,FAR,0,3,0,0
1630,1775851981.109,2446,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1631,1775851981.126,2444,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1632,1775851981.143,2442,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1633,1775851981.159,2440,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1634,1775851981.174,2438,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1635,1775851981.19,2436,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1636,1775851981.207,2434,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1637,1775851981.223,2432,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1638,1775851981.24,2430,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1639,1775851981.256,2428,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1640,1775851981.272,2426,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1641,1775851981.288,2424,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1642,1775851981.305,2422,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1643,1775851981.321,2420,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1644,1775851981.338,2418,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1645,1775851981.355,2416,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1646,1775851981.371,2414,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1647,1775851981.387,2412,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1648,1775851981.404,2410,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1649,1775851981.42,2408,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1650,1775851981.436,2406,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1651,1775851981.452,2404,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1652,1775851981.468,2402,656,50,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1653,1775851981.484,2400,656,50,13,-2,0,IDLE,1,FAR,0,3,0,0
1654,1775851981.5,2398,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1655,1775851981.516,2396,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1656,1775851981.532,2394,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1657,1775851981.548,2392,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1658,1775851981.564,2390,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1659,1775851981.581,2388,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1660,1775851981.596,2386,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1661,1775851981.612,2384,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1662,1775851981.629,2382,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1663,1775851981.645,2380,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1664,1775851981.66,2378,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1665,1775851981.676,2376,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1666,1775851981.692,2374,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1667,1775851981.708,2372,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1668,1775851981.724,2370,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1669,1775851981.741,2368,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1670,1775851981.756,2366,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1671,1775851981.773,2364,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1672,1775851981.788,2362,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1673,1775851981.804,2360,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1674,1775851981.821,2358,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1675,1775851981.837,2356,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1676,1775851981.853,2354,656,49,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1677,1775851981.869,2352,656,49,13,-2,0,IDLE,1,FAR,0,3,0,0
1678,1775851981.884,2350,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1679,1775851981.9,2348,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1680,1775851981.916,2346,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1681,1775851981.932,2344,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1682,1775851981.948,2342,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1683,1775851981.964,2340,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1684,1775851981.98,2338,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1685,1775851981.996,2336,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1686,1775851982.013,2334,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1687,1775851982.03,2332,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1688,1775851982.047,2330,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1689,1775851982.063,2328,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1690,1775851982.079,2326,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1691,1775851982.096,2324,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1692,1775851982.111,2322,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1693,1775851982.128,2320,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1694,1775851982.143,2318,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1695,1775851982.159,2316,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1696,1775851982.176,2314,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1697,1775851982.192,2312,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1698,1775851982.208,2310,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1699,1775851982.224,2308,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1700,1775851982.24,2306,656,48,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1701,1775851982.257,2304,656,48,13,-2,0,IDLE,1,FAR,0,3,0,0
1702,1775851982.273,2302,656,47,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1703,1775851982.289,2300,656,47,13,-2,0,IDLE,1,FAR,0,3,0,0
1704,1775851982.305,2298,656,47,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1705,1775851982.32,2296,656,47,13,-2,0,IDLE,1,FAR,0,3,0,0
1706,1775851982.337,2294,656,47,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1707,1775851982.354,2292,656,47,13,-2,0,IDLE,1,FAR,0,3,0,0
1708,1775851982.37,2290,656,47,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1709,1775851982.386,2288,656,47,13,-2,0,IDLE,1,FAR,0,3,0,0
1710,1775851982.402,2286,656,47,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1711,1775851982.418,2284,656,47,13,-2,0,IDLE,1,FAR,0,3,0,0
1712,1775851982.434,2282,656,47,13,-2,0.55,IDLE,0,FAR,0,3,0,0
1713,1775851982.45,2280,656,47,13,-2,0,IDLE,1,FAR,0,3,0,0
1714,1775851982.466,2275,656,47,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1715,1775851982.482,2270,656,47,13,-5,0,FLEE,1,FAR,1,3,0,0
1716,1775851982.498,2265,656,47,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1717,1775851982.514,2260,656,47,13,-5,0,FLEE,1,FAR,1,3,0,0
1718,1775851982.53,2255,656,46,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1719,1775851982.546,2250,656,46,13,-5,0,FLEE,1,FAR,1,3,0,0
1720,1775851982.562,2245,656,46,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1721,1775851982.578,2240,656,46,13,-5,0,FLEE,1,FAR,1,3,0,0
1722,1775851982.594,2235,656,46,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1723,1775851982.61,2230,656,46,13,-5,0,FLEE,1,FAR,1,3,0,0
1724,1775851982.626,2225,656,46,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1725,1775851982.642,2220,656,46,13,-5,0,FLEE,1,FAR,1,3,0,0
1726,1775851982.658,2215,656,46,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1727,1775851982.674,2210,656,46,13,-5,0,FLEE,1,FAR,1,3,0,0
1728,1775851982.69,2205,656,45,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1729,1775851982.706,2200,656,45,13,-5,0,FLEE,1,FAR,1,3,0,0
1730,1775851982.722,2195,656,45,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1731,1775851982.738,2190,656,45,13,-5,0,FLEE,1,FAR,1,3,0,0
1732,1775851982.754,2185,656,45,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1733,1775851982.77,2180,656,45,13,-5,0,FLEE,1,FAR,1,3,0,0
1734,1775851982.787,2175,656,45,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1735,1775851982.803,2170,656,45,13,-5,0,FLEE,1,FAR,1,3,0,0
1736,1775851982.818,2165,656,45,13,-5,0.55,FLEE,0,FAR,1,3,0,0
1737,1775851982.834,2160,656,45,13,-5,0,FLEE,1,FAR,1,3,0,0
1738,1775851982.85,2155,656,44,13,-5,0.55,FLEE,0,FAR,0,3,0,0
1739,1775851982.866,2150,656,44,13,-5,0,FLEE,1,FAR,0,3,0,0
1740,1775851982.882,2145,656,44,13,-5,0.55,FLEE,0,FAR,0,3,0,0
1741,1775851982.899,2140,656,44,13,-5,0,FLEE,1,FAR,0,3,0,0
1742,1775851982.915,2135,656,44,13,-5,0.55,FLEE,0,FAR,0,3,0,0
1743,1775851982.93,2130,656,44,13,-5,0,FLEE,1,FAR,0,3,0,0
1744,1775851982.946,2125,656,44,13,-5,0.55,FLEE,0,FAR,0,3,0,0
1745,1775851982.962,2120,657,44,13,-5,1.1,FLEE,0,FAR,0,3,0,0
1746,1775851982.978,2120,658,44,13,0,1.65,FLEE,0,FAR,0,3,0,0
1747,1775851982.994,2120,660,44,13,0,2.2,FLEE,0,FAR,0,3,0,0
1748,1775851983.01,2120,662,44,13,0,2.75,FLEE,0,FAR,0,3,0,0
1749,1775851983.026,2120,665,44,13,0,3.3,FLEE,0,FAR,0,3,0,0
1750,1775851983.042,2120,668,44,13,0,3.85,FLEE,0,FAR,0,3,0,0
1751,1775851983.058,2120,672,44,14,0,4.4,FLEE,0,FAR,0,3,0,0
1752,1775851983.075,2120,676,44,14,0,4.95,FLEE,0,FAR,0,3,0,0
1753,1775851983.091,2120,681,44,14,0,5.5,FLEE,0,FAR,0,3,0,0
1754,1775851983.107,2120,687,44,14,0,6.05,FLEE,0,FAR,0,3,0,0
1755,1775851983.122,2120,693,44,14,0,6.6,FLEE,0,FAR,0,3,0,0
1756,1775851983.138,2120,700,44,14,0,7.15,FLEE,0,FAR,0,3,0,0
1757,1775851983.154,2120,707,44,14,0,7.7,FLEE,0,FAR,0,3,0,0
1758,1775851983.17,2120,715,44,14,0,8.25,FLEE,0,FAR,0,3,0,0
1759,1775851983.186,2115,723,44,15,-5,8.8,FLEE,0,FAR,0,3,0,0
1760,1775851983.203,2110,732,43,15,-5,9.35,FLEE,0,FAR,0,3,0,0
1761,1775851983.22,2105,741,43,15,-5,9.9,FLEE,0,FAR,0,3,0,0
1762,1775851983.236,2100,751,43,15,-5,10.45,FLEE,0,FAR,0,3,0,0
1763,1775851983.252,2095,752,43,15,-5,0,FLEE,1,FAR,0,3,0,0
1764,1775851983.268,2100,752,43,15,5,0.55,FLEE,0,FAR,0,3,0,0
1765,1775851983.284,2105,752,43,15,5,0,FLEE,1,FAR,0,3,0,0
1766,1775851983.3,2110,752,43,15,5,0.55,FLEE,0,FAR,0,3,0,0
1767,1775851983.316,2115,752,44,15,5,0,FLEE,1,FAR,0,3,0,0
1769,1775851983.347,2120,752,44,15,5,0,FLEE,1,FAR,0,3,0,0
1771,1775851983.381,2122,752,44,15,5,0,FLEE,1,FAR,0,3,0,0
1776,1775851983.462,2122,731,44,15,5,-21.45,FLEE,0,FAR,0,3,0,0
1777,1775851983.477,2122,711,44,14,5,-20.9,FLEE,0,FAR,0,3,0,0
1778,1775851983.494,2122,691,44,14,5,-20.35,FLEE,0,FAR,0,3,0,0
1779,1775851983.51,2122,672,44,14,5,-19.8,FLEE,0,FAR,0,3,0,0
1780,1775851983.526,2122,653,44,13,5,-19.25,FLEE,0,FAR,0,3,0,0
1781,1775851983.542,2127,635,44,13,5,-18.7,FLEE,0,FAR,0,3,0,0
1782,1775851983.557,2132,617,44,12,5,-18.15,FLEE,0,FAR,0,3,0,0
1783,1775851983.574,2137,600,44,12,5,-17.6,FLEE,0,FAR,0,3,0,0
1784,1775851983.59,2142,583,44,12,5,-17.05,FLEE,0,FAR,1,3,0,0
1785,1775851983.607,2147,567,44,11,5,-16.5,FLEE,0,FAR,1,3,0,0
1786,1775851983.623,2152,552,44,11,5,-15.95,FLEE,0,FAR,1,2,0,0
1787,1775851983.639,2157,537,44,11,5,-15.4,FLEE,0,FAR,1,1,0,0
1788,1775851983.655,2162,523,45,10,5,-14.85,FLEE,0,FAR,1,1,0,0
1789,1775851983.671,2162,509,45,10,0,-14.3,FLEE,0,FAR,1,1,0,0
1790,1775851983.687,2162,496,45,10,0,-13.75,FLEE,0,FAR,1,1,0,0
1791,1775851983.703,2162,483,45,10,0,-13.2,FLEE,0,FAR,1,1,0,0
1792,1775851983.718,2162,471,45,9,0,-12.65,FLEE,0,FAR,1,1,0,0
1793,1775851983.734,2162,459,45,9,0,-12.1,FLEE,0,FAR,1,1,0,0
1794,1775851983.75,2162,448,45,9,0,-11.55,FLEE,0,FAR,1,1,0,0
1795,1775851983.766,2162,438,45,9,0,-11.0,FLEE,0,FAR,1,1,0,0
1796,1775851983.783,2162,428,45,8,0,-10.45,FLEE,0,FAR,1,1,0,0
1797,1775851983.798,2162,419,45,8,0,-9.9,FLEE,0,FAR,0,1,0,0
1798,1775851983.814,2162,410,45,8,0,-9.35,FLEE,0,FAR,0,1,0,0
1799,1775851983.83,2162,402,45,8,0,-8.8,FLEE,0,FAR,0,1,0,0
1800,1775851983.846,2162,394,45,8,0,-8.25,FLEE,0,FAR,0,1,0,0
1801,1775851983.862,2162,387,45,8,0,-7.7,FLEE,0,FAR,0,1,0,0
1802,1775851983.878,2162,380,45,7,0,-7.15,FLEE,0,FAR,0,1,0,0
1803,1775851983.894,2162,374,45,7,0,-6.6,FLEE,0,FAR,0,1,0,0
1804,1775851983.91,2162,368,45,7,0,-6.05,FLEE,0,FAR,0,1,0,0
1805,1775851983.926,2162,363,45,7,0,-5.5,FLEE,0,FAR,0,1,0,0
1806,1775851983.942,2162,359,45,7,0,-4.95,FLEE,0,FAR,0,1,0,0
1807,1775851983.958,2162,355,45,7,0,-4.4,FLEE,0,FAR,0,1,0,0
1808,1775851983.974,2162,352,45,7,0,-3.85,FLEE,0,FAR,0,1,0,0
1809,1775851983.99,2162,349,45,7,0,-3.3,FLEE,0,FAR,0,1,0,0
1810,1775851984.007,2162,347,45,7,0,-2.75,FLEE,0,FAR,0,1,0,0
1811,1775851984.024,2162,345,45,7,0,-2.2,FLEE,0,FAR,0,1,0,0
